Name ,FuzzyRisk,JavaFiles,Jlint,DefectCOunt,LOC,CloneFragment,CloneGroup,Jlint/LOC,Defect/LOC,Opriv,Upriv,PrivCount
TBNA  2 GO,50,1799,251,9,180513,0,0,0.001390482,4.98579E-05,1,2,10
Amazing World Records : Free,50,88,18,6,9807,0,0,0.001835424,0.000611808,1,0,3
nanu,92,1198,299,6,125835,0,0,0.002376127,4.76815E-05,0,3,3
Install Now,51,327,59,6,33489,0,0,0.001761773,0.000179163,0,0,2
Revolver Puzzle,50,423,142,5111,39292,0,0,0.003613967,0.130077369,0,1,9
Iron Hans - Grimms' Fairy Tale,51,509,217,12,58577,0,0,0.003704526,0.000204859,0,8,3
"KingEn Timer, the Cube Timer",51,600,160,6,61903,0,0,0.002584689,9.69258E-05,0,3,2
Lumbee Guaranty Bank,50,161,43,9,15111,0,0,0.002845609,0.000595593,1,2,8
Xmain,86,2426,778,21,269423,0,0,0.002887653,7.79443E-05,5,2,24
Aryan TV,51,1206,256,6,128155,0,0,0.001997581,4.68183E-05,0,3,9
Landline,50,148,71,9,20182,0,0,0.003517986,0.000445942,4,4,10
KBIZ AM RADIO,50,960,473,18,124711,0,0,0.003792769,0.000144334,6,2,12
deDesparche,51,7,0,3,160,0,0,0,0.01875,0,0,1
?? ??? ?? ??,50,222,85,3,25420,0,0,0.003343824,0.000118017,6,2,15
Nova York Live Wallpaper,50,222,85,3,25420,0,0,0.003343824,0.000118017,6,2,15
Manhattan Live Wallpaper,100,374,186,3,65686,0,0,0.002831654,4.56718E-05,3,2,12
DingDang,51,1004,320,12,95600,0,0,0.00334728,0.000125523,0,7,3
101.5 KISS FM,50,960,473,18,124629,0,0,0.003795264,0.000144429,6,2,12
Where Am I?,50,896,208,9,90810,0,0,0.002290497,9.9108E-05,1,5,4
RESQ 911,50,269,131,9,37079,0,0,0.003532997,0.000242725,7,1,16
Rádio 91 FM,51,579,168,9,56993,0,0,0.00294773,0.000157914,0,2,3
WBKX Kix Country 96.5/100.3FM,50,1719,578,9,188720,0,0,0.003062738,4.76897E-05,2,2,11
Hit&Blow,51,96,15,3,7115,0,0,0.002108222,0.000421644,0,2,2
Smartphone 911,100,5390,1449,21,632651,0,0,0.002290362,3.31937E-05,1,3,15
??????,50,617,114,9,57610,0,0,0.001978823,0.000156223,0,1,9
????????,50,658,227,12,68002,0,0,0.003338137,0.000176465,6,0,19
Norden,50,2302,499,15,227027,0,0,0.002197976,6.60714E-05,2,3,12
Harga Emas GCP VS PG Gold,51,319,97,6,23137,0,0,0.004192419,0.000259325,0,4,5
Thai Tax - ????????? ???. 91,92,685,164,6,88138,0,0,0.001860718,6.80751E-05,0,1,5
Armenia Radio,100,3213,817,15,385511,0,0,0.002119265,3.89094E-05,1,1,11
WAMC,100,3002,865,18,302643,0,0,0.002858153,5.9476E-05,1,3,14
Go Keyboard Theme L Free,92,3151,503,6,360014,0,0,0.001397168,1.6666E-05,1,3,4
uBabyCam Lite,51,813,182,12,106408,0,0,0.001710398,0.000112773,1,3,3
KM-911-Alert,51,840,328,27,93840,0,0,0.003495311,0.000287724,0,5,6
Mobile-911,51,180,44,3,13667,0,0,0.003219434,0.000219507,3,0,10
neoPOSMobile ??? ????,50,177,50,3,16636,0,0,0.00300553,0.000180332,5,0,7
Oswego County Fishing,91,3592,695,12,429182,0,0,0.00161936,2.79602E-05,3,4,14
Telephony Info,0,9,0,3,405,0,0,0,0.007407407,0,0,1
???? ????,51,50,19,6,4916,0,0,0.003864931,0.001220504,1,1,2
WDS (Wireless Delivery System),51,35,5,3,1721,0,0,0.002905288,0.001743173,0,0,2
globaltelnet,50,1436,316,12,128759,0,0,0.002454197,9.31974E-05,4,4,17
Reyson's Wireless,51,437,115,9,45725,0,0,0.002515036,0.000196829,0,6,2
Trackoid,50,2159,525,12,290287,0,0,0.001808555,4.13384E-05,2,2,13
Say It Later,50,27,4,3,1598,0,0,0.002503129,0.001877347,0,0,3
Lutron OneMeterApp,51,586,105,6,54593,0,0,0.001923324,0.000109904,1,1,7
CHC Hospice Referral,51,417,66,9,36576,0,0,0.001804462,0.000246063,3,1,6
Ma Wan Guide,92,452,202,6,75484,0,0,0.002676064,7.9487E-05,0,6,3
High Grade Collective,51,257,122,6,35377,0,0,0.003448568,0.000169602,0,5,3
Theremin Magnetic Music,92,456,141,6,62082,0,0,0.00227119,9.66464E-05,0,8,2
Tennessee State  Bank Mobile,50,1777,249,9,179424,0,0,0.001387774,5.01605E-05,1,2,10
909sky,50,658,227,12,68000,0,0,0.003338235,0.000176471,6,0,19
Your Complete Guide to Yoga,50,321,1255,6,33442,0,0,0.03752766,0.000179415,4,2,10
Therapy Buddy,51,1048,194,15,105197,0,0,0.001844159,0.00014259,4,1,12
101.9 The Wolf,92,1107,455,12,188777,0,0,0.002410251,6.35671E-05,0,2,3
???????,50,617,112,9,57528,0,0,0.001946878,0.000156446,0,1,8
Cristo Resucitado,51,496,138,9,45489,0,0,0.0030337,0.00019785,3,1,8
??? LIG ???? ?? ?? ?? ??? ??,53,3111,837,12,345467,0,0,0.002422807,3.47356E-05,9,0,25
"Cetus condominium, Pattaya",51,96,41,9,10458,0,0,0.003920444,0.000860585,0,6,2
La Santir condominium Pattaya.,51,81,40,3,11055,0,0,0.003618272,0.00027137,0,7,1
?????? ??? ????,51,80,14,3,4228,0,0,0.003311258,0.000709555,5,0,12
Happy Taxis Crewe,51,415,75,9,40141,0,0,0.001868414,0.00022421,0,3,4
AzureWatch,51,10,2,3,348,0,0,0.005747126,0.00862069,1,0,2
eazyMoney,0,542,166,9,61072,0,0,0.002718103,0.000147367,1,7,2
????Uncyclopedia,51,11,5,3,1060,0,0,0.004716981,0.002830189,2,0,4
The three primary colors,50,12,0,3,1487,0,0,0,0.002017485,1,0,1
PranicAngel,50,491,227,561,53398,0,0,0.004251096,0.010506011,16,3,29
Dimensional Analysis,51,257,72,3381,23696,0,0,0.003038488,0.142682309,1,1,5
CUB Mobile,50,1337,418,37,134597,0,0,0.003105567,0.000274895,4,3,10
ADFA Open Day,50,145,71,6,19610,0,0,0.003620602,0.000305966,2,5,7
Tavor,51,87,55,6,7971,0,0,0.006900013,0.000752729,0,5,3
Casa Rural Rio Tranquilo,51,1336,1240,15,287800,0,0,0.004308548,5.21195E-05,2,10,6
Mental Maths,51,1338,1248,15,290234,0,0,0.004299979,5.16824E-05,0,11,3
South East Radio,51,950,194,6,87699,0,0,0.002212112,6.84158E-05,1,0,4
Radio Fm Dance,92,2727,437,9,311940,0,0,0.00140091,2.88517E-05,1,2,4
Stedman's Medical Dictionar TR,92,1983,393,6,193541,0,0,0.002030578,3.10012E-05,0,5,7
Local Living,50,1363,355,18,137270,0,0,0.002586144,0.000131128,1,0,8
Clássicos do Funk,51,574,160,9,55565,0,0,0.00287951,0.000161972,0,2,3
Radio Rouge Italy,100,4705,1287,30,584326,0,0,0.002202538,5.13412E-05,0,5,8
Web Radio Tecnomix,51,579,168,9,56993,0,0,0.00294773,0.000157914,0,2,3
????????? ?????????,51,270,82,3,27068,0,0,0.003029407,0.000110832,4,1,8
Snake,92,2926,672,9,347245,0,0,0.001935233,2.59183E-05,1,2,4
Jochem Myjer,50,4794,1214,24,515614,0,0,0.002354474,4.65464E-05,0,5,8
Detroit,51,1299,1084,15,238119,0,0,0.004552346,6.29937E-05,0,10,1
realTV (lite),51,128,10,3,9886,0,0,0.001011531,0.000303459,0,1,2
Valentia Radio,51,204,38,6,18682,0,0,0.002034043,0.000321165,1,2,2
Classes of 1983,0,16,11,3,4066,0,0,0.002705362,0.000737826,1,0,1
Radio4U,51,253,68,9,26971,0,0,0.002521227,0.000333692,0,1,2
Rewind 106.3,92,1296,334,9,167738,0,0,0.001991201,5.36551E-05,0,3,6
105.5 BOB FM,51,528,90,6,48939,0,0,0.001839024,0.000122602,0,3,4
Brasil Ride,51,884,163,6,91434,0,0,0.001782707,6.56211E-05,0,3,2
100.7 Cruz FM,51,872,236,9,97979,0,0,0.002408679,9.18564E-05,1,4,2
Wepa.Fm,100,5390,1449,21,632651,0,0,0.002290362,3.31937E-05,1,3,15
Vector Spray,51,656,114,3,54896,0,0,0.002076654,5.46488E-05,0,4,3
RetroX Radio,51,494,145,9,46510,0,0,0.003117609,0.000193507,0,2,2
?????? ?????. ??????? ?.,100,3600,932,15,472708,0,0,0.001971619,3.17321E-05,1,3,11
TOP EsLa Radio (((Live))),51,365,153,14,55365,0,0,0.002763479,0.000252867,1,0,4
Qoo10?????? for Tablet,50,2006,1194,33,185949,0,0,0.006421115,0.000177468,5,3,18
Detector mal aliento halitosis,92,1523,1314,15,327133,0,0,0.004016715,4.58529E-05,0,10,4
Everlasting Radio,92,3735,749,12,428972,0,0,0.001746035,2.79739E-05,0,5,4
???? ??-?? ??? ???? CCNA ?????,51,454,74,6,42362,0,0,0.001746849,0.000141636,0,4,1
"???? ???? ?????????, ?? ?? ??",53,3104,836,12,344584,0,0,0.002426114,3.48246E-05,9,0,25
???? - ??? ??? W,50,573,120,6,51882,0,0,0.002312941,0.000115647,7,1,13
ASAPTowing,100,5390,1449,21,632651,0,0,0.002290362,3.31937E-05,1,3,15
Fmdance,92,2726,436,9,311839,0,0,0.001398157,2.8861E-05,1,2,4
Flashback,0,13,3,3,1493,0,0,0.002009377,0.002009377,2,0,6
LIFE Cinemas,50,992,235,9,107258,0,0,0.002190979,8.39098E-05,1,3,5
??????AR,51,142,84,6,13960,0,0,0.006017192,0.000429799,1,2,7
Bigger Finance,51,1036,279,9,96975,0,0,0.00287703,9.28074E-05,1,4,13
????? CCNP ROUTE 642-902J??,92,3338,496,6,371420,0,0,0.001335415,1.61542E-05,0,3,2
iCert 1Z0-055 Practice Exam,51,38,21,6,4055,0,0,0.005178792,0.001479655,1,0,5
The Shutterbug,50,871,206,9,89570,0,0,0.002299877,0.00010048,0,2,5
Texana Bank Mobile,50,1313,415,9,127738,0,0,0.003248837,7.04567E-05,1,3,10
??????,51,716,150,6,77785,0,0,0.001928392,7.71357E-05,1,4,3
??????,51,293,47,6,25941,0,0,0.001811804,0.000231294,0,2,2
Greater Hartford Police FCU,50,1780,330,6,222359,0,0,0.001484087,2.69834E-05,2,1,14
SBSCNBC,100,3920,648,12,434959,0,0,0.001489796,2.75888E-05,3,2,15
Digital Marketing Experts,100,3002,865,18,302643,0,0,0.002858153,5.9476E-05,1,3,14
Industrial Insulation (ads),51,138,69,6,18763,0,0,0.00367745,0.000319778,0,6,2
"???????,???,?????,?????",50,52,10,6,3914,0,0,0.002554931,0.001532959,7,0,17
Ted's PhotoLounge,50,373,121,9,41951,0,0,0.002884317,0.000214536,0,0,5
iCert 220-702 Practice Exam A+,51,38,21,6,4069,0,0,0.005160973,0.001474564,1,0,5
iCert 70-640 Practice Exam,51,38,21,6,4069,0,0,0.005160973,0.001474564,1,0,5
SabadellUrquijo,50,3358,911,12,320784,0,0,0.002839917,3.74083E-05,1,2,13
Nassau Financial Federal CU,50,1054,391,15,120184,0,0,0.003253345,0.000124809,0,5,7
DakiKac,50,760,265,6,72007,0,0,0.003680198,8.33252E-05,0,2,7
?? VIXX ???,51,908,231,6,85390,0,0,0.002705235,7.02658E-05,3,3,10
"???, ?? ??? ??? ???? ???",50,52,10,6,3914,0,0,0.002554931,0.001532959,7,0,17
JJ Hair,50,52,10,6,3914,0,0,0.002554931,0.001532959,7,0,17
????? ???,50,52,10,6,3918,0,0,0.002552323,0.001531394,7,0,17
????,50,52,10,6,3914,0,0,0.002554931,0.001532959,7,0,17
LOST PHONE - COSMO,50,28,4,6,1279,0,0,0.003127443,0.004691165,6,1,7
?????,50,52,10,6,3914,0,0,0.002554931,0.001532959,7,0,17
???????,50,52,10,6,3914,0,0,0.002554931,0.001532959,7,0,17
???.?????,51,323,48,6,28130,0,0,0.001706363,0.000213295,2,2,9
I Love 90s Radio,92,2727,437,9,311940,0,0,0.00140091,2.88517E-05,1,2,4
Hits From The 80s & 90s v1.0,50,321,1255,6,33442,0,0,0.03752766,0.000179415,4,2,10
Face Reading,100,603,149,6,78861,0,0,0.0018894,7.60832E-05,9,1,13
MLGW,50,657,76,6,75180,0,0,0.001010907,7.98085E-05,2,1,8
????,51,645,198,9,66052,0,0,0.002997638,0.000136256,2,3,10
Vaillant mobile,51,1249,261,15,126655,0,0,0.002060716,0.000118432,1,3,6
?????????,51,716,150,6,77786,0,0,0.001928368,7.71347E-05,1,4,3
Lamborghini HD Wallpapers,92,988,265,6,109673,0,0,0.002416274,5.47081E-05,1,3,7
GarlynShelton Nissan,51,964,326,6,118034,0,0,0.002761916,5.08328E-05,6,2,17
EVFCU,50,1780,330,6,222357,0,0,0.0014841,2.69836E-05,2,1,14
"????,????,?????,????",50,52,10,6,3918,0,0,0.002552323,0.001531394,7,0,17
???? ????,50,52,10,6,3915,0,0,0.002554278,0.001532567,7,0,17
myGeoTracking Agent,51,1102,228,9,84399,0,0,0.002701454,0.000106636,4,1,18
?????? ???? ???? DNF RPG/MMO,92,2912,1028,15,259095,0,0,0.003967657,5.78938E-05,3,3,18
????,50,2003,479,6625,279704,0,0,0.001712525,0.023685754,6,1,13
CDTA BusPlus,51,946,309,15,102514,0,0,0.003014222,0.000146321,0,6,4
"?? - ?????, mVoIP, ????, ????",53,1761,298,12,207879,0,0,0.001433526,5.77259E-05,7,1,26
Pocket Survey/PS PocketSurvey,50,5524,1744,18,650071,0,0,0.002682784,2.76893E-05,1,1,9
True North FCU Mobile Banking,50,779,144,12,60057,0,0,0.002397722,0.00019981,1,1,6
Flying Pixies,92,564,162,6,57372,0,0,0.002823677,0.000104581,0,12,1
EsoClassics ItaClassics,51,709,250,15,80113,0,0,0.003120592,0.000187236,0,6,4
100.7 The Bull,50,306,68,12,29231,0,0,0.002326297,0.000410523,1,1,4
Dr .B.R.Ambedkar wallpaper,51,344,101,3,25344,0,0,0.003985164,0.000118371,0,3,6
Surr! It is a clone of Durr!,0,132,10,9,8718,0,0,0.001147052,0.001032347,0,2,1
???????????? ?? ????? + ???,100,5390,1449,21,632651,0,0,0.002290362,3.31937E-05,1,3,15
Penn State Wrestling Club,51,39,4,3,2418,0,0,0.00165426,0.001240695,0,0,1
myB100-100.7 B100,51,883,200,12,87656,0,0,0.002281646,0.000136899,0,2,5
Game 2048,92,169,108,3,25770,0,0,0.00419092,0.000116414,0,1,2
Arity Mod,0,74,18,6,8951,0,0,0.002010948,0.000670316,0,1,1
ICS Battery,50,12,2,3,1596,0,0,0.001253133,0.001879699,4,0,7
Bubloo Bhai Ka Basta - eBook,92,567,260,12,64937,0,0,0.004003881,0.000184794,0,7,4
Unlocator auto IP updater,51,280,69,9,30146,0,0,0.002288861,0.000298547,0,6,6
Pro-Treino Mobile,51,2607,731,15,298000,0,0,0.00245302,5.03356E-05,2,1,7
K-Index monitor,50,774,151,15,77301,0,0,0.001953403,0.000194047,1,5,7
Helen Doron Read,100,13,2,6,1751,0,0,0.001142204,0.003426613,7,0,7
Mix 107.9,50,95,88,6,11569,0,0,0.007606535,0.000518627,4,0,8
Trouble Busters! Risolvi guai!,100,2331,353,18,266299,0,0,0.001325578,6.75932E-05,2,1,15
Lottery Mills,51,1434,523,12,172044,0,0,0.00303992,6.97496E-05,0,3,3
??? ?? ??? ??? (?/?? ???) LITE,51,908,129,24,65938,0,0,0.001956383,0.000363978,3,1,8
"Rádio Belém - 87,9 FM",51,40,23,6,4010,0,0,0.005735661,0.001496259,0,0,2
Stealth Alert,50,1120,281,17,124175,0,0,0.002262935,0.000136904,2,2,11
Rococo Point Reward,51,145,88,6,17828,0,0,0.004936056,0.000336549,0,0,1
??????,53,846,220,9,66664,0,0,0.003300132,0.000135005,3,3,26
??????? ??????????,51,1339,1252,15,289537,0,0,0.004324145,5.18069E-05,2,10,6
Menk?beler ve Dini Hikayeler,51,1370,297,6,128060,0,0,0.002319225,4.6853E-05,0,3,3
Cham soc ba bau,92,3551,540,6,393736,0,0,0.001371477,1.52386E-05,1,1,5
Voice Mail & SMS Text Notifier,50,75,20,3,7427,0,0,0.002692877,0.000403932,2,1,12
Adi AnalogClock Live Wallpaper,0,25,3,3,1085,0,0,0.002764977,0.002764977,0,0,1
HKJC Racecard,50,1711,584,6,232754,0,0,0.002509087,2.57783E-05,6,2,16
AGS,51,734,142,12,68573,0,0,0.002070786,0.000174996,3,1,12
Temple Japan,50,5446,1325,24,597937,0,0,0.002215953,4.0138E-05,0,4,11
YCEEYA,88,993,194,6,118939,0,0,0.001631088,5.0446E-05,12,0,20
Surinderpal Rathor,50,4830,1217,24,518623,0,0,0.002346599,4.62764E-05,0,8,9
?? ???? ??,50,52,10,6,3915,0,0,0.002554278,0.001532567,7,0,17
Poke me,50,813,235,9,83371,0,0,0.002818726,0.000107951,4,1,16
????,50,331,32,6,17866,0,0,0.001791112,0.000335833,0,1,9
?50? ??????,0,22,14,3,4711,0,0,0.002971768,0.000636807,0,1,2
Game of War - Robots revenge,92,622,181,9,60703,0,0,0.002981731,0.000148263,0,10,3
???????'14????????????????50?,51,430,92,6,41978,0,0,0.002191624,0.000142932,0,4,3
Kerempuh,92,3815,833,6,482581,0,0,0.001726135,1.24331E-05,1,2,6
HUZURLU OLMAK ?Ç?N 100 ÖNER?,51,987,208,6,81996,0,0,0.002536709,7.31743E-05,0,3,3
LexLege - Ustawy i Kodeksy,51,623,300,12,122584,0,0,0.002447301,9.78921E-05,1,1,5
iPlace-50A,50,691,195,9,71209,0,0,0.002738418,0.000126389,1,5,6
Caffeine Test - Free,51,71,34,3,8205,0,0,0.004143815,0.000365631,0,1,2
Tough Choices,51,213,27,6,19019,0,0,0.001419633,0.000315474,1,1,3
Odense HCA Tour Guide,50,30,8,3,2423,0,0,0.003301692,0.001238135,0,0,3
Supplement Reviews by LabDoor,51,936,290,12,82532,0,0,0.003513789,0.000145398,0,1,2
Discount of Tenerife,51,514,85,6,48018,0,0,0.00177017,0.000124953,2,2,5
Mobil Magaza,50,626,752,9,138570,0,0,0.00542686,6.49491E-05,3,1,11
Rainbow Tekstil,51,325,54,6,29539,0,0,0.001828092,0.000203121,0,2,1
Biarada Fiyat Arama Motoru,92,1752,4982,15,313931,0,0,0.015869729,4.77812E-05,1,5,6
Arçelik Nerede,100,1566,209,9,199924,0,0,0.001045397,4.50171E-05,3,2,8
Quick Discount  Rabatt Rechner,51,60,19,6,7425,0,0,0.002558923,0.000808081,0,0,1
UcuzMubu,51,131,2,21,7740,0,0,0.000258398,0.002713178,2,0,3
3orod Masr,51,61,20,5111,6127,0,0,0.00326424,0.834176595,0,0,2
Avon Always Beautiful,100,1159,234,6,92560,0,0,0.00252809,6.48228E-05,0,4,8
LADiLA - ????? ????? ?? ????,51,1020,212,9,96183,0,0,0.002204132,9.35716E-05,2,2,9
Sale,51,2706,597,12,279286,0,0,0.002137594,4.29667E-05,1,1,10
Kipa Kap?mda,51,333,53,6,30072,0,0,0.001762437,0.000199521,0,2,1
Tekzen,51,1854,647,12,231387,0,0,0.002796181,5.18612E-05,1,7,10
??????,51,908,335,12,94935,0,0,0.00352873,0.000126402,3,2,13
CBK mBank,51,769,203,9,77174,0,0,0.00263042,0.00011662,2,2,7
"? ???????, ????? ??????",51,270,82,3,27068,0,0,0.003029407,0.000110832,4,1,8
RÁDIO ACUSTICA 97 FM,51,579,168,9,57020,0,0,0.002946335,0.000157839,0,2,3
Stop Calls Get Cash,50,1093,115,6,136281,0,0,0.000843845,4.40267E-05,3,1,14
Thomas Puzzle Game,92,753,84,6,70613,0,0,0.001189583,8.49702E-05,1,1,4
Stories of Tenali Raman Vol-02,92,1217,258,6,146432,0,0,0.00176191,4.09747E-05,0,5,2
Tom Stevens' Agent Tapp,51,17,2,3,1532,0,0,0.001305483,0.001958225,1,1,3
AZ933,50,306,68,12,29231,0,0,0.002326297,0.000410523,1,1,4
Tampa Cab,51,1760,519,127,239194,0,0,0.002169787,0.00053095,7,0,24
???????,50,1098,284,9,124024,0,0,0.002289879,7.25666E-05,3,3,10
Knights at the Museum,50,136,34,9,12417,0,0,0.002738182,0.000724813,4,1,16
3D Seizure Slots - Free,51,553,185,13,49359,0,0,0.00374805,0.000263376,1,3,5
Dehradun Tourist Guide,51,396,70,6,35011,0,0,0.001999372,0.000171375,0,1,2
Na Medida Ideal,92,776,169,6,92628,0,0,0.001824502,6.47752E-05,0,3,2
Quadratic equation,92,649,157,9,82818,0,0,0.001895723,0.000108672,0,3,2
La Clínica del Móvil,100,5390,1449,21,632651,0,0,0.002290362,3.31937E-05,1,3,15
Pesca Magazine,51,2992,723,16,290098,0,0,0.002492261,5.51538E-05,2,1,10
Angry Blocks,0,79,41,12,6503,0,0,0.006304782,0.001845302,0,5,1
Swastika SOS,0,2501,844,38723,235858,0,0,0.003578424,0.164179294,5,5,13
Twin Anchors Houseboats,50,1413,227,6,170518,0,0,0.001331238,3.51869E-05,2,3,11
Hotel Villa Paola,50,193,100,9,19983,0,0,0.005004254,0.000450383,2,5,11
Frag 4 Fun (F4F),50,141,70,6,18588,0,0,0.00376587,0.000322789,2,3,11
Chocolats Pierre Hermé Paris,50,1724,453,6,233675,0,0,0.00193859,2.56767E-05,2,1,10
Balnearios y Spa,100,3249,534,6,377621,0,0,0.001414116,1.58889E-05,3,4,7
YY????,51,2074,494,15,194101,0,0,0.002545067,7.72794E-05,0,1,5
My Assistant,50,14,0,3,620,0,0,0,0.00483871,1,0,4
????,0,560,90,6,51912,0,0,0.001733703,0.00011558,1,5,6
Glo-Connect,91,3593,678,12,428949,0,0,0.001580607,2.79754E-05,3,4,14
Design Patterns in Java,92,2844,429,6,320614,0,0,0.001338058,1.87141E-05,1,2,4
VeeRonna,50,3093,828,12,317261,0,0,0.002609839,3.78237E-05,1,2,9
SignIO,0,68,5,6,8893,0,0,0.00056224,0.000674688,0,0,3
My Saeco,51,1341,213,9,105117,0,0,0.002026314,8.56189E-05,3,0,12
????? «??????»,100,3600,932,15,472708,0,0,0.001971619,3.17321E-05,1,3,11
Scheepvaarttelefoongids,51,84,4,6,3606,0,0,0.001109262,0.001663894,1,0,2
Learn Experiment,51,75,30,6,12260,0,0,0.002446982,0.000489396,0,1,3
??????,51,663,190,20,79352,0,0,0.002394395,0.000252042,0,2,1
??2nd ?1 ???? ???? 3??.,92,225,65,9,19941,0,0,0.003259616,0.000451331,2,2,8
Notadeprensa.pro - Decoración,51,39,0,6,2661,0,0,0,0.002254791,0,0,2
Notadeprensa.pro - Caballos,51,39,0,6,2661,0,0,0,0.002254791,0,0,2
Haverhill Public Library,100,2816,615,6,325086,0,0,0.001891807,1.84567E-05,0,5,5
Jennifer Nash's Mortgage Mapp,51,17,2,3,1532,0,0,0.001305483,0.001958225,1,1,3
Rádio Mannah,51,579,168,9,56993,0,0,0.00294773,0.000157914,0,2,3
Rhythm FM Live,51,48,17,9,2105,0,0,0.00807601,0.004275534,4,1,5
Kingfisher,51,952,475,18,96991,0,0,0.004897362,0.000185584,0,3,2
?? ??,51,908,335,12,94910,0,0,0.00352966,0.000126436,3,2,13
Piggy Up,92,1816,234,9,222825,0,0,0.001050151,4.03904E-05,0,3,2
????,100,1605,434,12,143453,0,0,0.003025381,8.36511E-05,10,1,16
Heritage Bank Mobile,50,55,7,3,3071,0,0,0.002279388,0.00097688,0,0,3
???????????,51,187,41,3381,15350,0,0,0.00267101,0.220260586,0,0,2
eRaspored,50,213,100,6,26281,0,0,0.00380503,0.000228302,9,0,14
MTA????,51,1684,417,9,185893,0,0,0.002243226,4.84149E-05,4,1,18
?????? ????????,92,956,246,6,120303,0,0,0.002044837,4.98741E-05,0,3,2
Brasil Ride,51,884,163,6,91434,0,0,0.001782707,6.56211E-05,0,3,2
???????,51,193,60,5098,35651,0,0,0.001682982,0.142997391,0,0,7
Rails West FCU,50,1778,326,6,222353,0,0,0.001466137,2.69841E-05,2,1,14
Pearl Jam Ultimate Fan,50,702,260,9,75469,0,0,0.003445123,0.000119254,1,4,10
???? ???????,100,5390,1449,21,632651,0,0,0.002290362,3.31937E-05,1,3,15
Patton,92,1034,308,9,113384,0,0,0.002716433,7.93763E-05,0,2,1
Rotary GlobalHistoryFellowship,100,3002,865,18,302643,0,0,0.002858153,5.9476E-05,1,3,14
Chrissy and Brian Show,51,85,15,3,5101,0,0,0.0029406,0.00058812,1,1,5
CSS Recognizer,0,93,22,3,6564,0,0,0.003351615,0.000457038,0,0,2
Minesweeper Plus,92,1771,345,6,157967,0,0,0.002184,3.79826E-05,1,2,4
Atomik Numbers (brain shock),92,641,195,9,65563,0,0,0.002974239,0.000137273,3,2,11
Rows & Columns,0,14,429,505,1127,0,0,0.38065661,0.44809228,1,0,1
Alphabet Memory Game,92,3491,632,52134,378828,0,0,0.001668303,0.137619183,2,3,8
Memory game for kids,92,3301,732,18,382017,0,0,0.001916145,4.71183E-05,0,6,2
DeramPuzzle: IceAge,92,3923,639,9,442156,0,0,0.001445191,2.03548E-05,1,3,5
DREAM PUZZLE: CARS,92,3923,639,9,442156,0,0,0.001445191,2.03548E-05,1,3,5
DreamPuzzle: ToyStory,92,3923,639,9,442156,0,0,0.001445191,2.03548E-05,1,3,5
SuperSudoku,92,982,135,3,71908,0,0,0.001877399,4.172E-05,0,1,2
Silly Parrot,92,2471,467,6,324550,0,0,0.001438915,1.84871E-05,0,5,2
Quizmaker,50,198,53,6,19215,0,0,0.002758262,0.000312256,0,3,8
Kombadi Komedi,51,1890,563,6,208404,0,0,0.002701484,2.87902E-05,1,6,6
Demon of TimeGuide,0,297,48,6,26136,0,0,0.001836547,0.000229568,1,2,2
Armed Forces Workout,100,1279,349,9,118037,0,0,0.0029567,7.62473E-05,2,1,7
Uniglobe Mod Travel,50,337,142,12,38508,0,0,0.003687545,0.000311624,5,2,14
????? ?????? ??? ??????,92,3401,535,6,377935,0,0,0.001415587,1.58757E-05,0,2,3
Östra grundskolan,50,810,117,9,74001,0,0,0.00158106,0.00012162,3,1,12
Chords n Lyrics Avril Lavigne,92,2690,438,9,309144,0,0,0.001416815,2.91126E-05,0,5,3
ISNIM 2014,92,262,81,6,29131,0,0,0.002780543,0.000205966,0,11,2
Medical Office Books,92,2824,480,9,322514,0,0,0.001488307,2.79058E-05,0,6,2
Guia de la Comarca de Cazorla,100,851,235,9,107860,0,0,0.00217875,8.34415E-05,6,2,14
?????? - ?? ?? ???????,50,331,155,6,43870,0,0,0.003533166,0.000136768,4,1,13
NOAH BAND LIRIK LAGU,92,4709,1293,30,584981,0,0,0.002210328,5.12837E-05,0,6,6
Lirik Lagu Oplosan,92,4561,1265,30,570540,0,0,0.002217198,5.25818E-05,0,6,6
SEVENTEEN BAND LIRIK LAGU,92,4705,1288,30,584313,0,0,0.002204298,5.13423E-05,0,6,6
IWAN FALS LIRIK LAGU,92,4709,1293,30,584981,0,0,0.002210328,5.12837E-05,0,6,6
Lirik Lagu Rossa,92,4561,1265,30,570540,0,0,0.002217198,5.25818E-05,0,6,6
LIRIK LAGU PAPINKA BAND,92,4705,1288,30,584313,0,0,0.002204298,5.13423E-05,0,6,6
JUDIKA LIRIK LAGU,92,4705,1288,30,584313,0,0,0.002204298,5.13423E-05,0,6,6
Lirik Lagu Republik Band,92,4561,1265,30,570511,0,0,0.00221731,5.25844E-05,0,6,6
??? ?? ???? ?????,100,4041,1033,9,516760,0,0,0.001998994,1.74162E-05,7,3,18
ALIF SATAR - LIRIK LAGU,92,4705,1288,30,584313,0,0,0.002204298,5.13423E-05,0,6,6
ASFAN SHAH - LIRIK LAGU,92,4705,1288,30,584313,0,0,0.002204298,5.13423E-05,0,6,6
AutoLaunch,51,1453,1587,154833,167121,0,0,0.009496114,0.926472436,5,3,20
????,92,652,155,6,82661,0,0,0.001875129,7.25856E-05,0,3,2
Harmony,51,243,57,6,21803,0,0,0.002614319,0.000275191,0,7,1
